STT,Create_at
567,1671017027.6346548
568,1671017027.6358109
569,1671017027.6369722
570,1671017027.6381462
571,1671017027.6393132
572,1671017027.6404402
573,1671017027.6416016
574,1671017027.6427715
575,1671017027.6439323
576,1671017027.6450953
577,1671017027.6462777
578,1671017027.6474001
579,1671017027.6485095
580,1671017027.6496437
581,1671017027.6507804
582,1671017027.6519222
583,1671017027.6530561
584,1671017027.6541955
585,1671017027.655351
586,1671017027.6564517
587,1671017027.6575465
588,1671017027.658688
589,1671017027.659853
590,1671017027.661012
591,1671017027.6621854
592,1671017027.663293
593,1671017027.6643896
594,1671017027.6655104
595,1671017027.6666622
596,1671017027.6678178
597,1671017027.66898
598,1671017027.6701357
599,1671017027.6712952
600,1671017027.6724005
601,1671017027.673565
602,1671017027.6746838
603,1671017027.6758444
604,1671017027.6770148
605,1671017027.6781702
606,1671017027.6793332
607,1671017027.680439
608,1671017027.6815536
609,1671017027.682687
610,1671017027.6838577
611,1671017027.6849864
612,1671017027.686114
613,1671017027.6872394
614,1671017027.6883574
615,1671017027.6895204
616,1671017027.690679
617,1671017027.6918592
618,1671017027.6930249
619,1671017027.694193
620,1671017027.6953475
621,1671017027.6964674
622,1671017027.6976097
623,1671017027.6987443
624,1671017027.6999285
625,1671017027.7011
626,1671017027.7022755
627,1671017027.7034156
628,1671017027.704544
629,1671017027.7057073
630,1671017027.7068734
631,1671017027.708049
632,1671017027.709204
633,1671017027.710369
634,1671017027.7115338
635,1671017027.7126458
636,1671017027.7137911
637,1671017027.7149193
638,1671017027.7161205
639,1671017027.7172828
640,1671017027.7184393
641,1671017027.7195983
642,1671017027.7207549
643,1671017027.721918
644,1671017027.7230775
645,1671017027.7241876
646,1671017027.7253537
647,1671017027.7265224
648,1671017027.727684
649,1671017027.728811
650,1671017027.7299385
651,1671017027.731065
652,1671017027.732162
653,1671017027.733321
654,1671017027.7344587
655,1671017027.7355955
656,1671017027.7367606
657,1671017027.7379174
658,1671017027.7390556
659,1671017027.740128
660,1671017027.741249
661,1671017027.7424245
662,1671017027.7436
663,1671017027.7447612
664,1671017027.7458978
665,1671017027.7470186
666,1671017027.748146
667,1671017027.7492483
668,1671017027.7503955
669,1671017027.7515473
670,1671017027.7526996
671,1671017027.753909
672,1671017027.7550387
673,1671017027.75615
674,1671017027.757294
675,1671017027.7584543
676,1671017027.7596123
677,1671017027.760765
678,1671017027.7618997
679,1671017027.7630222
680,1671017027.7641828
681,1671017027.7653356
682,1671017027.7665057
683,1671017027.7676232
684,1671017027.7687457
685,1671017027.7699296
686,1671017027.7710872
687,1671017027.77219
688,1671017027.773333
689,1671017027.7745013
690,1671017027.7756603
691,1671017027.7768176
692,1671017027.7779734
693,1671017027.7791271
694,1671017027.7803504
695,1671017027.7815232
696,1671017027.7826827
697,1671017027.7838495
698,1671017027.7849896
699,1671017027.786134
700,1671017027.7872686
701,1671017027.7883787
702,1671017027.7895117
703,1671017027.790665
704,1671017027.7918036
705,1671017027.7929888
706,1671017027.7941282
707,1671017027.7952719
708,1671017027.7964013
709,1671017027.7975323
710,1671017027.7987041
711,1671017027.7998734
712,1671017027.8010232
713,1671017027.802194
714,1671017027.8033547
715,1671017027.8044817
716,1671017027.8056397
717,1671017027.8068058
718,1671017027.8079622
719,1671017027.8091266
720,1671017027.8102493
721,1671017027.8113682
722,1671017027.8124943
723,1671017027.8136137
724,1671017027.8147776
725,1671017027.8159301
726,1671017027.8170862
727,1671017027.8182611
728,1671017027.8194125
729,1671017027.82054
730,1671017027.8216796
731,1671017027.8228498
732,1671017027.824015
733,1671017027.825175
734,1671017027.826304
735,1671017027.8274186
736,1671017027.828542
737,1671017027.8296957
738,1671017027.8308585
739,1671017027.832003
740,1671017027.833159
741,1671017027.8343318
742,1671017027.8354886
743,1671017027.8366566
744,1671017027.8378222
745,1671017027.8389943
746,1671017027.8401735
747,1671017027.841352
748,1671017027.842492
749,1671017027.8436196
750,1671017027.8447812
751,1671017027.8459504
752,1671017027.8471177
753,1671017027.8482306
754,1671017027.849341
755,1671017027.8505445
756,1671017027.8516796
757,1671017027.8528352
758,1671017027.8539395
759,1671017027.8550417
760,1671017027.8561597
761,1671017027.857269
762,1671017027.858397
763,1671017027.8595333
764,1671017027.8606513
765,1671017027.8617887
766,1671017027.8629243
767,1671017027.864056
768,1671017027.8652048
769,1671017027.8663387
770,1671017027.8675323
771,1671017027.8686845
772,1671017027.8698423
773,1671017027.870995
774,1671017027.872194
775,1671017027.8733463
776,1671017027.8744743
777,1671017027.8756332
778,1671017027.8767893
779,1671017027.8779504
780,1671017027.8791149
781,1671017027.8802414
782,1671017027.8814123
783,1671017027.8825746
784,1671017027.8837478
785,1671017027.8849308
786,1671017027.886095
787,1671017027.8872597
788,1671017027.8883827
789,1671017027.889544
790,1671017027.89067
791,1671017027.8918078
792,1671017027.8929312
793,1671017027.8940947
794,1671017027.895251
795,1671017027.8963778
796,1671017027.8975346
797,1671017027.8986714
798,1671017027.8998456
799,1671017027.9009726
800,1671017027.902116
801,1671017027.9032798
802,1671017027.9044068
803,1671017027.9055707
804,1671017027.9066968
805,1671017027.9078438
806,1671017027.9089627
807,1671017027.9101267
808,1671017027.9112759
809,1671017027.9124005
810,1671017027.913567
811,1671017027.9147038
812,1671017027.9158883
813,1671017027.917067
814,1671017027.9182417
815,1671017027.919376
816,1671017027.9205024
817,1671017027.9216745
818,1671017027.9228375
819,1671017027.9239972
820,1671017027.9251335
821,1671017027.9262893
822,1671017027.9274483
823,1671017027.928586
824,1671017027.929722
825,1671017027.9308643
826,1671017027.9320152
827,1671017027.9331417
828,1671017027.9342558
829,1671017027.9353552
830,1671017027.9364398
831,1671017027.9375422
832,1671017027.9386454
833,1671017027.939735
834,1671017027.9408605
835,1671017027.941999
836,1671017027.9431372
837,1671017027.9442644
838,1671017027.9454036
839,1671017027.9465444
840,1671017027.9476867
841,1671017027.9488237
842,1671017027.949945
843,1671017027.9510784
844,1671017027.9522054
845,1671017027.9533625
846,1671017027.9545298
847,1671017027.9556715
848,1671017027.9568102
849,1671017027.9579153
850,1671017027.9590647
851,1671017027.960184
852,1671017027.9613183
853,1671017027.9624884
854,1671017027.9636471
855,1671017027.9648108
856,1671017027.965983
857,1671017027.9671493
858,1671017027.96825
859,1671017027.9694002
860,1671017027.9705408
861,1671017027.9716525
862,1671017027.9727664
863,1671017027.9739192
864,1671017027.9750433
865,1671017027.9761825
866,1671017027.9773343
867,1671017027.978488
868,1671017027.9796572
869,1671017027.9808013
870,1671017027.9819794
871,1671017027.9831214
872,1671017027.9842653
873,1671017027.985438
874,1671017027.9866102
875,1671017027.9877415
876,1671017027.9888656
877,1671017027.9900167
878,1671017027.991176
879,1671017027.9923
880,1671017027.993466
881,1671017027.9946327
882,1671017027.9957902
883,1671017027.9969497
884,1671017027.998132
885,1671017027.9993067
886,1671017028.0004337
887,1671017028.0015745
888,1671017028.0027468
889,1671017028.0038848
890,1671017028.0050201
891,1671017028.006206
892,1671017028.0073419
893,1671017028.0084686
894,1671017028.0095758
895,1671017028.0107248
896,1671017028.0118632
897,1671017028.0130308
898,1671017028.0142198
899,1671017028.01537
900,1671017028.0164938
901,1671017028.017663
902,1671017028.0188272
903,1671017028.0199609
904,1671017028.021116
905,1671017028.0222685
906,1671017028.0234425
907,1671017028.0245686
908,1671017028.0257401
909,1671017028.0268998
910,1671017028.0280707
911,1671017028.029251
912,1671017028.0304046
913,1671017028.031566
914,1671017028.0327246
915,1671017028.0338922
916,1671017028.0350552
917,1671017028.0361817
918,1671017028.0374048
919,1671017028.0385592
920,1671017028.0397067
921,1671017028.0408218
922,1671017028.0419297
923,1671017028.043082
924,1671017028.044204
925,1671017028.0453227
926,1671017028.0464313
927,1671017028.0475357
928,1671017028.0486534
929,1671017028.0498474
930,1671017028.0509589
931,1671017028.0521038
932,1671017028.0532916
933,1671017028.054402
934,1671017028.0555055
935,1671017028.0566206
936,1671017028.057757
937,1671017028.0589063
938,1671017028.0600443
939,1671017028.0611815
940,1671017028.0623147
941,1671017028.063448
942,1671017028.0645745
943,1671017028.0657315
944,1671017028.0669146
945,1671017028.0680566
946,1671017028.069197
947,1671017028.0703306
948,1671017028.0714576
949,1671017028.072581
950,1671017028.0737402
951,1671017028.0749085
952,1671017028.076126
953,1671017028.0772872
954,1671017028.0784094
955,1671017028.07958
956,1671017028.0807352
957,1671017028.0818913
958,1671017028.0830517
959,1671017028.0841806
960,1671017028.0853405
961,1671017028.086506
962,1671017028.0876734
963,1671017028.088797
964,1671017028.0899677
965,1671017028.091123
966,1671017028.0922306
967,1671017028.0933917
968,1671017028.0945632
969,1671017028.0957286
970,1671017028.0968957
971,1671017028.0980575
972,1671017028.0992258
973,1671017028.1003525
974,1671017028.1015308
975,1671017028.1026986
976,1671017028.1038215
977,1671017028.1049883
978,1671017028.1061523
979,1671017028.1073186
980,1671017028.1084454
981,1671017028.109565
982,1671017028.1107476
983,1671017028.1119258
984,1671017028.1130574
985,1671017028.1142237
986,1671017028.1153946
987,1671017028.1165087
988,1671017028.1176848
989,1671017028.1188583
990,1671017028.1199749
991,1671017028.12113
992,1671017028.1222816
993,1671017028.1234396
994,1671017028.1245644
995,1671017028.1257217
996,1671017028.1268976
997,1671017028.128065
998,1671017028.129244
999,1671017028.1304069
1000,1671017028.1315675
1001,1671017028.1327255
1002,1671017028.1338947
1003,1671017028.13508
1004,1671017028.136179
1005,1671017028.1373448
1006,1671017028.138506
1007,1671017028.1396618
1008,1671017028.1408195
1009,1671017028.1419742
1010,1671017028.1431549
1011,1671017028.144295
1012,1671017028.1454387
1013,1671017028.1466103
1014,1671017028.147777
1015,1671017028.1489396
1016,1671017028.1501102
1017,1671017028.151288
1018,1671017028.1524253
1019,1671017028.1535845
1020,1671017028.1547432
1021,1671017028.1559062
1022,1671017028.1570718
1023,1671017028.1582308
1024,1671017028.15936
1025,1671017028.1604838
1026,1671017028.161647
1027,1671017028.16281
1028,1671017028.1639767
1029,1671017028.1651413
1030,1671017028.1663022
1031,1671017028.1674771
1032,1671017028.1686153
1033,1671017028.1697874
1034,1671017028.1709561
1035,1671017028.1721318
1036,1671017028.173291
1037,1671017028.1745758
1038,1671017028.175759
1039,1671017028.176911
1040,1671017028.1780736
1041,1671017028.1792374
1042,1671017028.180362
1043,1671017028.1814938
1044,1671017028.1826565
1045,1671017028.183837
1046,1671017028.1850142
1047,1671017028.1861532
1048,1671017028.1873164
1049,1671017028.1884432
1050,1671017028.1896093
1051,1671017028.19078
1052,1671017028.1919315
1053,1671017028.193097
1054,1671017028.1942892
1055,1671017028.1954536
1056,1671017028.196581
1057,1671017028.1977444
1058,1671017028.1989126
1059,1671017028.2001166
1060,1671017028.2012846
1061,1671017028.202437
1062,1671017028.203591
1063,1671017028.2047622
1064,1671017028.2059245
1065,1671017028.2071002
1066,1671017028.2082028
1067,1671017028.2093859
1068,1671017028.2105474
1069,1671017028.2117074
1070,1671017028.2128685
1071,1671017028.2140315
1072,1671017028.2152026
1073,1671017028.2163286
1074,1671017028.217473
1075,1671017028.218643
1076,1671017028.2198095
1077,1671017028.2209642
1078,1671017028.2221367
1079,1671017028.2232993
1080,1671017028.2244263
1081,1671017028.2256055
1082,1671017028.2267768
1083,1671017028.2279134
1084,1671017028.229083
1085,1671017028.230241
1086,1671017028.2313964
1087,1671017028.2325232
1088,1671017028.2336998
1089,1671017028.234837
1090,1671017028.2359982
1091,1671017028.2371595
1092,1671017028.2383294
1093,1671017028.2394943
1094,1671017028.2406528
1095,1671017028.2418332
1096,1671017028.2429976
1097,1671017028.2441924
1098,1671017028.2453659
1099,1671017028.2465317
1100,1671017028.2476938
1101,1671017028.2488532
1102,1671017028.2500336
1103,1671017028.2511966
1104,1671017028.2523236
1105,1671017028.253479
1106,1671017028.2546475
1107,1671017028.2558193
1108,1671017028.2569544
1109,1671017028.2581072
1110,1671017028.259232
1111,1671017028.2603576
1112,1671017028.261483
1113,1671017028.2626455
1114,1671017028.2638197
1115,1671017028.2649817
1116,1671017028.2661667
1117,1671017028.2673373
1118,1671017028.268462
1119,1671017028.2696142
1120,1671017028.2707727
1121,1671017028.2719355
1122,1671017028.2730885
1123,1671017028.2742414
1124,1671017028.2754176
1125,1671017028.276544
1126,1671017028.2777116
1127,1671017028.2788794
1128,1671017028.2800474
1129,1671017028.2812204
1130,1671017028.2823806
1131,1671017028.2835534
1132,1671017028.284703
1133,1671017028.2858558
1134,1671017028.2870078
1135,1671017028.2881758
1136,1671017028.2893276
1137,1671017028.2905037
1138,1671017028.2916808
1139,1671017028.2928405
1140,1671017028.2940116
1141,1671017028.295185
1142,1671017028.2963111
1143,1671017028.2974756
1144,1671017028.298648
1145,1671017028.2997897
1146,1671017028.3009536
1147,1671017028.3021197
1148,1671017028.303279
1149,1671017028.3044055
1150,1671017028.3055658
1151,1671017028.3067434
1152,1671017028.3078997
1153,1671017028.3090649
1154,1671017028.3102384
1155,1671017028.3114035
1156,1671017028.3125303
1157,1671017028.3136954
1158,1671017028.3148825
1159,1671017028.316075
1160,1671017028.3172562
1161,1671017028.3184013
1162,1671017028.3195748
1163,1671017028.320708
1164,1671017028.3218658
1165,1671017028.3230436
1166,1671017028.3241854
1167,1671017028.3253617
1168,1671017028.3265262
1169,1671017028.327689
1170,1671017028.3288457
1171,1671017028.330012
1172,1671017028.3312023
1173,1671017028.3323293
1174,1671017028.3334918
1175,1671017028.3346558
1176,1671017028.3358257
1177,1671017028.3369913
1178,1671017028.338163
1179,1671017028.3393404
1180,1671017028.3404667
1181,1671017028.3416245
1182,1671017028.342794
1183,1671017028.3439627
1184,1671017028.3451297
1185,1671017028.3462858
1186,1671017028.347442
1187,1671017028.348568
1188,1671017028.3497386
1189,1671017028.3509018
1190,1671017028.3520732
1191,1671017028.353252
1192,1671017028.354423
1193,1671017028.3556027
1194,1671017028.3567417
1195,1671017028.3579144
1196,1671017028.3590794
1197,1671017028.3601863
1198,1671017028.3613515
1199,1671017028.3625176
1200,1671017028.363701
1201,1671017028.364866
1202,1671017028.366036
1203,1671017028.3672016
1204,1671017028.3683593
1205,1671017028.3695254
1206,1671017028.3706985
1207,1671017028.371869
1208,1671017028.373027
1209,1671017028.3741586
1210,1671017028.3753283
1211,1671017028.3764553
1212,1671017028.3775754
1213,1671017028.378731
1214,1671017028.3799105
1215,1671017028.3810806
1216,1671017028.3822436
1217,1671017028.3834093
1218,1671017028.3845336
1219,1671017028.3857014
1220,1671017028.3868804
1221,1671017028.3880632
1222,1671017028.3892453
1223,1671017028.3904085
1224,1671017028.3915727
1225,1671017028.392715
1226,1671017028.3938808
1227,1671017028.3950613
1228,1671017028.3962128
1229,1671017028.397372
1230,1671017028.3985322
1231,1671017028.3997016
1232,1671017028.4008677
1233,1671017028.4020293
1234,1671017028.4031837
1235,1671017028.4043107
1236,1671017028.405475
1237,1671017028.4066334
1238,1671017028.4077976
1239,1671017028.408964
1240,1671017028.4101374
1241,1671017028.4113235
1242,1671017028.4124632
1243,1671017028.4136212
1244,1671017028.4147904
1245,1671017028.4159546
1246,1671017028.417108
1247,1671017028.4182696
1248,1671017028.4194188
1249,1671017028.4205594
1250,1671017028.4217236
1251,1671017028.422892
1252,1671017028.4240496
1253,1671017028.4252098
1254,1671017028.4263377
1255,1671017028.4275198
1256,1671017028.4286606
1257,1671017028.4298007
1258,1671017028.4309368
1259,1671017028.4320717
1260,1671017028.4332302
1261,1671017028.4343715
1262,1671017028.435525
1263,1671017028.4366693
1264,1671017028.4377797
1265,1671017028.438887
1266,1671017028.4399743
1267,1671017028.4411073
1268,1671017028.4422529
1269,1671017028.4434178
1270,1671017028.444541
1271,1671017028.445695
