STT,Create_at
100119,2022-12-14 21:33:41.400036
100120,2022-12-14 21:33:41.400036
100121,2022-12-14 21:33:41.400036
100122,2022-12-14 21:33:41.400036
100123,2022-12-14 21:33:41.400036
100124,2022-12-14 21:33:41.400036
100125,2022-12-14 21:33:41.400036
100126,2022-12-14 21:33:41.400036
100127,2022-12-14 21:33:41.400036
100128,2022-12-14 21:33:41.400036
100129,2022-12-14 21:33:41.400036
100130,2022-12-14 21:33:41.400036
100131,2022-12-14 21:33:41.401037
100132,2022-12-14 21:33:41.401037
100133,2022-12-14 21:33:41.401037
100134,2022-12-14 21:33:41.401037
100135,2022-12-14 21:33:41.401037
100136,2022-12-14 21:33:41.401037
100137,2022-12-14 21:33:41.401037
100138,2022-12-14 21:33:41.401037
100139,2022-12-14 21:33:41.401037
100140,2022-12-14 21:33:41.401037
100141,2022-12-14 21:33:41.401037
100142,2022-12-14 21:33:41.401037
100143,2022-12-14 21:33:41.401037
100144,2022-12-14 21:33:41.401037
100145,2022-12-14 21:33:41.401037
100146,2022-12-14 21:33:41.401037
100147,2022-12-14 21:33:41.401037
100148,2022-12-14 21:33:41.401037
100149,2022-12-14 21:33:41.401037
100150,2022-12-14 21:33:41.401037
100151,2022-12-14 21:33:41.401037
100152,2022-12-14 21:33:41.401037
100153,2022-12-14 21:33:41.401037
100154,2022-12-14 21:33:41.401037
100155,2022-12-14 21:33:41.401037
100156,2022-12-14 21:33:41.401037
100157,2022-12-14 21:33:41.401037
100158,2022-12-14 21:33:41.401037
100159,2022-12-14 21:33:41.401037
100160,2022-12-14 21:33:41.401037
100161,2022-12-14 21:33:41.401037
100162,2022-12-14 21:33:41.401037
100163,2022-12-14 21:33:41.401037
100164,2022-12-14 21:33:41.401037
100165,2022-12-14 21:33:41.401037
100166,2022-12-14 21:33:41.401037
100167,2022-12-14 21:33:41.401037
100168,2022-12-14 21:33:41.401037
100169,2022-12-14 21:33:41.401037
100170,2022-12-14 21:33:41.401037
100171,2022-12-14 21:33:41.401037
100172,2022-12-14 21:33:41.401037
100173,2022-12-14 21:33:41.401037
100174,2022-12-14 21:33:41.401037
100175,2022-12-14 21:33:41.401037
100176,2022-12-14 21:33:41.401037
100177,2022-12-14 21:33:41.401037
100178,2022-12-14 21:33:41.401037
100179,2022-12-14 21:33:41.401037
100180,2022-12-14 21:33:41.401037
100181,2022-12-14 21:33:41.401037
100182,2022-12-14 21:33:41.401037
100183,2022-12-14 21:33:41.401037
100184,2022-12-14 21:33:41.401037
100185,2022-12-14 21:33:41.401037
100186,2022-12-14 21:33:41.401037
100187,2022-12-14 21:33:41.401037
100188,2022-12-14 21:33:41.401037
100189,2022-12-14 21:33:41.401037
100190,2022-12-14 21:33:41.401037
100191,2022-12-14 21:33:41.401037
100192,2022-12-14 21:33:41.401037
100193,2022-12-14 21:33:41.401037
100194,2022-12-14 21:33:41.401037
100195,2022-12-14 21:33:41.401037
100196,2022-12-14 21:33:41.401037
100197,2022-12-14 21:33:41.401037
100198,2022-12-14 21:33:41.401037
100199,2022-12-14 21:33:41.401037
100200,2022-12-14 21:33:41.401037
100201,2022-12-14 21:33:41.401037
100202,2022-12-14 21:33:41.401037
100203,2022-12-14 21:33:41.401037
100204,2022-12-14 21:33:41.401037
100205,2022-12-14 21:33:41.401037
100206,2022-12-14 21:33:41.401037
100207,2022-12-14 21:33:41.401037
100208,2022-12-14 21:33:41.401037
100209,2022-12-14 21:33:41.401037
100210,2022-12-14 21:33:41.401037
100211,2022-12-14 21:33:41.401037
100212,2022-12-14 21:33:41.401037
100213,2022-12-14 21:33:41.401037
100214,2022-12-14 21:33:41.401037
100215,2022-12-14 21:33:41.402035
100216,2022-12-14 21:33:41.402035
100217,2022-12-14 21:33:41.402035
100218,2022-12-14 21:33:41.402035
100219,2022-12-14 21:33:41.402035
100220,2022-12-14 21:33:41.402035
100221,2022-12-14 21:33:41.402035
100222,2022-12-14 21:33:41.402035
100223,2022-12-14 21:33:41.402035
100224,2022-12-14 21:33:41.402035
100225,2022-12-14 21:33:41.402035
100226,2022-12-14 21:33:41.402035
100227,2022-12-14 21:33:41.402035
100228,2022-12-14 21:33:41.406032
100229,2022-12-14 21:33:41.406032
100230,2022-12-14 21:33:41.406032
100231,2022-12-14 21:33:41.406032
100232,2022-12-14 21:33:41.406032
100233,2022-12-14 21:33:41.406032
100234,2022-12-14 21:33:41.406032
100235,2022-12-14 21:33:41.406032
100236,2022-12-14 21:33:41.406032
100237,2022-12-14 21:33:41.406032
100238,2022-12-14 21:33:41.406032
100239,2022-12-14 21:33:41.406032
100240,2022-12-14 21:33:41.406032
100241,2022-12-14 21:33:41.406032
100242,2022-12-14 21:33:41.406032
100243,2022-12-14 21:33:41.406032
100244,2022-12-14 21:33:41.406032
100245,2022-12-14 21:33:41.406032
100246,2022-12-14 21:33:41.406032
100247,2022-12-14 21:33:41.406032
100248,2022-12-14 21:33:41.406032
100249,2022-12-14 21:33:41.406032
100250,2022-12-14 21:33:41.406032
100251,2022-12-14 21:33:41.406032
100252,2022-12-14 21:33:41.406032
100253,2022-12-14 21:33:41.406032
100254,2022-12-14 21:33:41.406032
100255,2022-12-14 21:33:41.406032
100256,2022-12-14 21:33:41.406032
100257,2022-12-14 21:33:41.406032
100258,2022-12-14 21:33:41.406032
100259,2022-12-14 21:33:41.406032
100260,2022-12-14 21:33:41.406032
100261,2022-12-14 21:33:41.406032
100262,2022-12-14 21:33:41.406032
100263,2022-12-14 21:33:41.406032
100264,2022-12-14 21:33:41.406032
100265,2022-12-14 21:33:41.406032
100266,2022-12-14 21:33:41.406032
100267,2022-12-14 21:33:41.406032
100268,2022-12-14 21:33:41.406032
100269,2022-12-14 21:33:41.406032
100270,2022-12-14 21:33:41.406032
100271,2022-12-14 21:33:41.406032
100272,2022-12-14 21:33:41.406032
100273,2022-12-14 21:33:41.406032
100274,2022-12-14 21:33:41.406032
100275,2022-12-14 21:33:41.406032
100276,2022-12-14 21:33:41.406032
100277,2022-12-14 21:33:41.406032
100278,2022-12-14 21:33:41.406032
100279,2022-12-14 21:33:41.406032
100280,2022-12-14 21:33:41.406032
100281,2022-12-14 21:33:41.406032
100282,2022-12-14 21:33:41.406032
100283,2022-12-14 21:33:41.406032
100284,2022-12-14 21:33:41.406032
100285,2022-12-14 21:33:41.406032
100286,2022-12-14 21:33:41.406032
100287,2022-12-14 21:33:41.406032
100288,2022-12-14 21:33:41.406032
100289,2022-12-14 21:33:41.406032
100290,2022-12-14 21:33:41.406032
100291,2022-12-14 21:33:41.406032
100292,2022-12-14 21:33:41.406032
100293,2022-12-14 21:33:41.406032
100294,2022-12-14 21:33:41.406032
100295,2022-12-14 21:33:41.407031
100296,2022-12-14 21:33:41.407031
100297,2022-12-14 21:33:41.407031
100298,2022-12-14 21:33:41.407031
100299,2022-12-14 21:33:41.407031
100300,2022-12-14 21:33:41.407031
100301,2022-12-14 21:33:41.407031
100302,2022-12-14 21:33:41.407031
100303,2022-12-14 21:33:41.407031
100304,2022-12-14 21:33:41.407031
100305,2022-12-14 21:33:41.407031
100306,2022-12-14 21:33:41.407031
100307,2022-12-14 21:33:41.407031
100308,2022-12-14 21:33:41.407031
100309,2022-12-14 21:33:41.407031
100310,2022-12-14 21:33:41.407031
100311,2022-12-14 21:33:41.407031
100312,2022-12-14 21:33:41.407031
100313,2022-12-14 21:33:41.407031
100314,2022-12-14 21:33:41.407031
100315,2022-12-14 21:33:41.407031
100316,2022-12-14 21:33:41.407031
100317,2022-12-14 21:33:41.407031
100318,2022-12-14 21:33:41.407031
100319,2022-12-14 21:33:41.407031
100320,2022-12-14 21:33:41.407031
100321,2022-12-14 21:33:41.407031
100322,2022-12-14 21:33:41.407031
100323,2022-12-14 21:33:41.407031
100324,2022-12-14 21:33:41.407031
100325,2022-12-14 21:33:41.407031
100326,2022-12-14 21:33:41.407031
100327,2022-12-14 21:33:41.407031
100328,2022-12-14 21:33:41.407031
100329,2022-12-14 21:33:41.407031
100330,2022-12-14 21:33:41.407031
100331,2022-12-14 21:33:41.407031
100332,2022-12-14 21:33:41.407031
100333,2022-12-14 21:33:41.407031
100334,2022-12-14 21:33:41.407031
100335,2022-12-14 21:33:41.407031
100336,2022-12-14 21:33:41.407031
100337,2022-12-14 21:33:41.407031
100338,2022-12-14 21:33:41.407031
100339,2022-12-14 21:33:41.407031
100340,2022-12-14 21:33:41.407031
100341,2022-12-14 21:33:41.407031
100342,2022-12-14 21:33:41.407031
100343,2022-12-14 21:33:41.407031
100344,2022-12-14 21:33:41.407031
100345,2022-12-14 21:33:41.407031
100346,2022-12-14 21:33:41.407031
100347,2022-12-14 21:33:41.407031
100348,2022-12-14 21:33:41.407031
100349,2022-12-14 21:33:41.407031
100350,2022-12-14 21:33:41.407031
100351,2022-12-14 21:33:41.407031
100352,2022-12-14 21:33:41.407031
100353,2022-12-14 21:33:41.407031
100354,2022-12-14 21:33:41.407031
100355,2022-12-14 21:33:41.407031
100356,2022-12-14 21:33:41.407031
100357,2022-12-14 21:33:41.407031
100358,2022-12-14 21:33:41.407031
100359,2022-12-14 21:33:41.407031
100360,2022-12-14 21:33:41.407031
100361,2022-12-14 21:33:41.407031
100362,2022-12-14 21:33:41.407031
100363,2022-12-14 21:33:41.407031
100364,2022-12-14 21:33:41.407031
100365,2022-12-14 21:33:41.407031
100366,2022-12-14 21:33:41.407031
100367,2022-12-14 21:33:41.407031
100368,2022-12-14 21:33:41.407031
100369,2022-12-14 21:33:41.407031
100370,2022-12-14 21:33:41.407031
100371,2022-12-14 21:33:41.408030
100372,2022-12-14 21:33:41.408030
100373,2022-12-14 21:33:41.408030
100374,2022-12-14 21:33:41.408030
100375,2022-12-14 21:33:41.408030
100376,2022-12-14 21:33:41.408030
100377,2022-12-14 21:33:41.408030
100378,2022-12-14 21:33:41.408030
100379,2022-12-14 21:33:41.408030
100380,2022-12-14 21:33:41.408030
100381,2022-12-14 21:33:41.408030
100382,2022-12-14 21:33:41.408030
100383,2022-12-14 21:33:41.408030
100384,2022-12-14 21:33:41.408030
100385,2022-12-14 21:33:41.408030
100386,2022-12-14 21:33:41.408030
100387,2022-12-14 21:33:41.408030
100388,2022-12-14 21:33:41.408030
100389,2022-12-14 21:33:41.408030
100390,2022-12-14 21:33:41.408030
100391,2022-12-14 21:33:41.408030
100392,2022-12-14 21:33:41.408030
100393,2022-12-14 21:33:41.408030
100394,2022-12-14 21:33:41.408030
100395,2022-12-14 21:33:41.408030
100396,2022-12-14 21:33:41.408030
100397,2022-12-14 21:33:41.408030
100398,2022-12-14 21:33:41.408030
100399,2022-12-14 21:33:41.408030
100400,2022-12-14 21:33:41.408030
100401,2022-12-14 21:33:41.408030
100402,2022-12-14 21:33:41.408030
100403,2022-12-14 21:33:41.408030
100404,2022-12-14 21:33:41.408030
100405,2022-12-14 21:33:41.408030
100406,2022-12-14 21:33:41.408030
100407,2022-12-14 21:33:41.408030
100408,2022-12-14 21:33:41.408030
100409,2022-12-14 21:33:41.408030
100410,2022-12-14 21:33:41.408030
100411,2022-12-14 21:33:41.408030
100412,2022-12-14 21:33:41.408030
100413,2022-12-14 21:33:41.408030
100414,2022-12-14 21:33:41.408030
100415,2022-12-14 21:33:41.408030
100416,2022-12-14 21:33:41.408030
100417,2022-12-14 21:33:41.408030
100418,2022-12-14 21:33:41.408030
100419,2022-12-14 21:33:41.408030
100420,2022-12-14 21:33:41.408030
100421,2022-12-14 21:33:41.408030
100422,2022-12-14 21:33:41.408030
100423,2022-12-14 21:33:41.408030
100424,2022-12-14 21:33:41.408030
100425,2022-12-14 21:33:41.408030
100426,2022-12-14 21:33:41.408030
100427,2022-12-14 21:33:41.408030
100428,2022-12-14 21:33:41.408030
100429,2022-12-14 21:33:41.408030
100430,2022-12-14 21:33:41.408030
100431,2022-12-14 21:33:41.408030
100432,2022-12-14 21:33:41.408030
100433,2022-12-14 21:33:41.408030
100434,2022-12-14 21:33:41.408030
100435,2022-12-14 21:33:41.408030
100436,2022-12-14 21:33:41.408030
100437,2022-12-14 21:33:41.408030
100438,2022-12-14 21:33:41.408030
100439,2022-12-14 21:33:41.408030
100440,2022-12-14 21:33:41.408030
100441,2022-12-14 21:33:41.408030
100442,2022-12-14 21:33:41.408030
100443,2022-12-14 21:33:41.408030
100444,2022-12-14 21:33:41.408030
100445,2022-12-14 21:33:41.408030
100446,2022-12-14 21:33:41.408030
100447,2022-12-14 21:33:41.408030
100448,2022-12-14 21:33:41.408030
100449,2022-12-14 21:33:41.408030
100450,2022-12-14 21:33:41.409030
100451,2022-12-14 21:33:41.409030
100452,2022-12-14 21:33:41.409030
100453,2022-12-14 21:33:41.409030
100454,2022-12-14 21:33:41.409030
100455,2022-12-14 21:33:41.409030
100456,2022-12-14 21:33:41.415027
100457,2022-12-14 21:33:41.415027
100458,2022-12-14 21:33:41.415027
100459,2022-12-14 21:33:41.415027
100460,2022-12-14 21:33:41.415027
100461,2022-12-14 21:33:41.416027
100462,2022-12-14 21:33:41.416027
100463,2022-12-14 21:33:41.416027
100464,2022-12-14 21:33:41.416027
100465,2022-12-14 21:33:41.416027
100466,2022-12-14 21:33:41.416027
100467,2022-12-14 21:33:41.416027
100468,2022-12-14 21:33:41.416027
100469,2022-12-14 21:33:41.416027
100470,2022-12-14 21:33:41.416027
100471,2022-12-14 21:33:41.416027
100472,2022-12-14 21:33:41.416027
100473,2022-12-14 21:33:41.416027
100474,2022-12-14 21:33:41.416027
100475,2022-12-14 21:33:41.416027
100476,2022-12-14 21:33:41.416027
100477,2022-12-14 21:33:41.416027
100478,2022-12-14 21:33:41.416027
100479,2022-12-14 21:33:41.416027
100480,2022-12-14 21:33:41.416027
100481,2022-12-14 21:33:41.416027
100482,2022-12-14 21:33:41.416027
100483,2022-12-14 21:33:41.416027
100484,2022-12-14 21:33:41.416027
100485,2022-12-14 21:33:41.416027
100486,2022-12-14 21:33:41.416027
100487,2022-12-14 21:33:41.416027
100488,2022-12-14 21:33:41.416027
100489,2022-12-14 21:33:41.416027
100490,2022-12-14 21:33:41.416027
100491,2022-12-14 21:33:41.416027
100492,2022-12-14 21:33:41.416027
100493,2022-12-14 21:33:41.416027
100494,2022-12-14 21:33:41.416027
100495,2022-12-14 21:33:41.416027
100496,2022-12-14 21:33:41.416027
100497,2022-12-14 21:33:41.416027
100498,2022-12-14 21:33:41.416027
100499,2022-12-14 21:33:41.416027
100500,2022-12-14 21:33:41.416027
100501,2022-12-14 21:33:41.416027
100502,2022-12-14 21:33:41.416027
100503,2022-12-14 21:33:41.416027
100504,2022-12-14 21:33:41.416027
100505,2022-12-14 21:33:41.416027
100506,2022-12-14 21:33:41.416027
100507,2022-12-14 21:33:41.416027
100508,2022-12-14 21:33:41.416027
100509,2022-12-14 21:33:41.416027
100510,2022-12-14 21:33:41.416027
100511,2022-12-14 21:33:41.416027
100512,2022-12-14 21:33:41.416027
100513,2022-12-14 21:33:41.416027
100514,2022-12-14 21:33:41.416027
100515,2022-12-14 21:33:41.416027
100516,2022-12-14 21:33:41.416027
100517,2022-12-14 21:33:41.416027
100518,2022-12-14 21:33:41.416027
100519,2022-12-14 21:33:41.416027
100520,2022-12-14 21:33:41.416027
100521,2022-12-14 21:33:41.416027
100522,2022-12-14 21:33:41.416027
100523,2022-12-14 21:33:41.416027
100524,2022-12-14 21:33:41.416027
100525,2022-12-14 21:33:41.416027
100526,2022-12-14 21:33:41.416027
100527,2022-12-14 21:33:41.416027
100528,2022-12-14 21:33:41.416027
100529,2022-12-14 21:33:41.416027
100530,2022-12-14 21:33:41.416027
100531,2022-12-14 21:33:41.416027
100532,2022-12-14 21:33:41.416027
100533,2022-12-14 21:33:41.416027
100534,2022-12-14 21:33:41.416027
100535,2022-12-14 21:33:41.416027
100536,2022-12-14 21:33:41.416027
100537,2022-12-14 21:33:41.416027
100538,2022-12-14 21:33:41.416027
100539,2022-12-14 21:33:41.416027
100540,2022-12-14 21:33:41.416027
100541,2022-12-14 21:33:41.416027
100542,2022-12-14 21:33:41.416027
100543,2022-12-14 21:33:41.416027
100544,2022-12-14 21:33:41.416027
100545,2022-12-14 21:33:41.416027
100546,2022-12-14 21:33:41.417025
100547,2022-12-14 21:33:41.417025
100548,2022-12-14 21:33:41.417025
100549,2022-12-14 21:33:41.417025
100550,2022-12-14 21:33:41.417025
100551,2022-12-14 21:33:41.417025
100552,2022-12-14 21:33:41.417025
100553,2022-12-14 21:33:41.417025
100554,2022-12-14 21:33:41.417025
100555,2022-12-14 21:33:41.417025
100556,2022-12-14 21:33:41.417025
100557,2022-12-14 21:33:41.417025
100558,2022-12-14 21:33:41.417025
100559,2022-12-14 21:33:41.417025
100560,2022-12-14 21:33:41.417025
100561,2022-12-14 21:33:41.417025
100562,2022-12-14 21:33:41.417025
100563,2022-12-14 21:33:41.417025
100564,2022-12-14 21:33:41.417025
100565,2022-12-14 21:33:41.417025
100566,2022-12-14 21:33:41.417025
100567,2022-12-14 21:33:41.417025
100568,2022-12-14 21:33:41.417025
100569,2022-12-14 21:33:41.417025
100570,2022-12-14 21:33:41.417025
100571,2022-12-14 21:33:41.417025
100572,2022-12-14 21:33:41.417025
100573,2022-12-14 21:33:41.417025
100574,2022-12-14 21:33:41.417025
100575,2022-12-14 21:33:41.417025
100576,2022-12-14 21:33:41.417025
100577,2022-12-14 21:33:41.417025
100578,2022-12-14 21:33:41.417025
100579,2022-12-14 21:33:41.417025
100580,2022-12-14 21:33:41.417025
100581,2022-12-14 21:33:41.417025
100582,2022-12-14 21:33:41.417025
100583,2022-12-14 21:33:41.417025
100584,2022-12-14 21:33:41.417025
100585,2022-12-14 21:33:41.417025
100586,2022-12-14 21:33:41.417025
100587,2022-12-14 21:33:41.417025
100588,2022-12-14 21:33:41.417025
100589,2022-12-14 21:33:41.417025
100590,2022-12-14 21:33:41.417025
100591,2022-12-14 21:33:41.417025
100592,2022-12-14 21:33:41.417025
100593,2022-12-14 21:33:41.417025
100594,2022-12-14 21:33:41.417025
100595,2022-12-14 21:33:41.417025
100596,2022-12-14 21:33:41.417025
100597,2022-12-14 21:33:41.417025
100598,2022-12-14 21:33:41.417025
100599,2022-12-14 21:33:41.417025
100600,2022-12-14 21:33:41.417025
100601,2022-12-14 21:33:41.417025
100602,2022-12-14 21:33:41.417025
100603,2022-12-14 21:33:41.417025
100604,2022-12-14 21:33:41.417025
100605,2022-12-14 21:33:41.417025
100606,2022-12-14 21:33:41.417025
100607,2022-12-14 21:33:41.417025
100608,2022-12-14 21:33:41.417025
100609,2022-12-14 21:33:41.417025
100610,2022-12-14 21:33:41.417025
100611,2022-12-14 21:33:41.417025
100612,2022-12-14 21:33:41.417025
100613,2022-12-14 21:33:41.417025
100614,2022-12-14 21:33:41.417025
100615,2022-12-14 21:33:41.417025
100616,2022-12-14 21:33:41.417025
100617,2022-12-14 21:33:41.417025
100618,2022-12-14 21:33:41.417025
100619,2022-12-14 21:33:41.417025
100620,2022-12-14 21:33:41.417025
100621,2022-12-14 21:33:41.417025
100622,2022-12-14 21:33:41.417025
100623,2022-12-14 21:33:41.417025
100624,2022-12-14 21:33:41.417025
100625,2022-12-14 21:33:41.417025
100626,2022-12-14 21:33:41.417025
100627,2022-12-14 21:33:41.417025
100628,2022-12-14 21:33:41.417025
100629,2022-12-14 21:33:41.417025
100630,2022-12-14 21:33:41.417025
100631,2022-12-14 21:33:41.418025
100632,2022-12-14 21:33:41.418025
100633,2022-12-14 21:33:41.418025
100634,2022-12-14 21:33:41.418025
100635,2022-12-14 21:33:41.418025
100636,2022-12-14 21:33:41.418025
100637,2022-12-14 21:33:41.418025
100638,2022-12-14 21:33:41.418025
100639,2022-12-14 21:33:41.418025
100640,2022-12-14 21:33:41.418025
100641,2022-12-14 21:33:41.418025
100642,2022-12-14 21:33:41.418025
100643,2022-12-14 21:33:41.418025
100644,2022-12-14 21:33:41.418025
100645,2022-12-14 21:33:41.418025
100646,2022-12-14 21:33:41.418025
100647,2022-12-14 21:33:41.418025
100648,2022-12-14 21:33:41.418025
100649,2022-12-14 21:33:41.418025
100650,2022-12-14 21:33:41.418025
100651,2022-12-14 21:33:41.418025
100652,2022-12-14 21:33:41.418025
100653,2022-12-14 21:33:41.418025
100654,2022-12-14 21:33:41.418025
100655,2022-12-14 21:33:41.418025
100656,2022-12-14 21:33:41.418025
100657,2022-12-14 21:33:41.418025
100658,2022-12-14 21:33:41.418025
100659,2022-12-14 21:33:41.418025
100660,2022-12-14 21:33:41.418025
100661,2022-12-14 21:33:41.418025
100662,2022-12-14 21:33:41.418025
100663,2022-12-14 21:33:41.418025
100664,2022-12-14 21:33:41.418025
100665,2022-12-14 21:33:41.418025
100666,2022-12-14 21:33:41.418025
100667,2022-12-14 21:33:41.418025
100668,2022-12-14 21:33:41.418025
100669,2022-12-14 21:33:41.418025
100670,2022-12-14 21:33:41.418025
100671,2022-12-14 21:33:41.418025
100672,2022-12-14 21:33:41.418025
100673,2022-12-14 21:33:41.418025
100674,2022-12-14 21:33:41.418025
100675,2022-12-14 21:33:41.418025
100676,2022-12-14 21:33:41.418025
100677,2022-12-14 21:33:41.418025
100678,2022-12-14 21:33:41.418025
100679,2022-12-14 21:33:41.418025
100680,2022-12-14 21:33:41.418025
100681,2022-12-14 21:33:41.418025
100682,2022-12-14 21:33:41.418025
100683,2022-12-14 21:33:41.418025
100684,2022-12-14 21:33:41.424020
100685,2022-12-14 21:33:41.424020
100686,2022-12-14 21:33:41.424020
100687,2022-12-14 21:33:41.424020
100688,2022-12-14 21:33:41.424020
100689,2022-12-14 21:33:41.424020
100690,2022-12-14 21:33:41.424020
100691,2022-12-14 21:33:41.424020
100692,2022-12-14 21:33:41.424020
100693,2022-12-14 21:33:41.424020
100694,2022-12-14 21:33:41.424020
100695,2022-12-14 21:33:41.424020
100696,2022-12-14 21:33:41.424020
100697,2022-12-14 21:33:41.424020
100698,2022-12-14 21:33:41.424020
100699,2022-12-14 21:33:41.424020
100700,2022-12-14 21:33:41.424020
100701,2022-12-14 21:33:41.424020
100702,2022-12-14 21:33:41.424020
100703,2022-12-14 21:33:41.424020
100704,2022-12-14 21:33:41.424020
100705,2022-12-14 21:33:41.424020
100706,2022-12-14 21:33:41.424020
100707,2022-12-14 21:33:41.424020
100708,2022-12-14 21:33:41.424020
100709,2022-12-14 21:33:41.424020
100710,2022-12-14 21:33:41.424020
100711,2022-12-14 21:33:41.424020
100712,2022-12-14 21:33:41.424020
100713,2022-12-14 21:33:41.424020
100714,2022-12-14 21:33:41.424020
100715,2022-12-14 21:33:41.424020
100716,2022-12-14 21:33:41.424020
100717,2022-12-14 21:33:41.424020
100718,2022-12-14 21:33:41.424020
100719,2022-12-14 21:33:41.424020
100720,2022-12-14 21:33:41.424020
100721,2022-12-14 21:33:41.424020
100722,2022-12-14 21:33:41.425019
100723,2022-12-14 21:33:41.425019
100724,2022-12-14 21:33:41.425019
100725,2022-12-14 21:33:41.425019
100726,2022-12-14 21:33:41.425019
100727,2022-12-14 21:33:41.425019
100728,2022-12-14 21:33:41.425019
100729,2022-12-14 21:33:41.425019
100730,2022-12-14 21:33:41.425019
100731,2022-12-14 21:33:41.425019
100732,2022-12-14 21:33:41.425019
100733,2022-12-14 21:33:41.425019
100734,2022-12-14 21:33:41.425019
100735,2022-12-14 21:33:41.425019
