STT,Create_at
50182,2022-12-14 21:33:41.317034
50183,2022-12-14 21:33:41.317034
50184,2022-12-14 21:33:41.317034
50185,2022-12-14 21:33:41.317034
50186,2022-12-14 21:33:41.317034
50187,2022-12-14 21:33:41.317034
50188,2022-12-14 21:33:41.317034
50189,2022-12-14 21:33:41.317034
50190,2022-12-14 21:33:41.317034
50191,2022-12-14 21:33:41.317034
50192,2022-12-14 21:33:41.317034
50193,2022-12-14 21:33:41.317034
50194,2022-12-14 21:33:41.317034
50195,2022-12-14 21:33:41.317034
50196,2022-12-14 21:33:41.317034
50197,2022-12-14 21:33:41.317034
50198,2022-12-14 21:33:41.317034
50199,2022-12-14 21:33:41.317034
50200,2022-12-14 21:33:41.317034
50201,2022-12-14 21:33:41.317034
50202,2022-12-14 21:33:41.317034
50203,2022-12-14 21:33:41.317034
50204,2022-12-14 21:33:41.317034
50205,2022-12-14 21:33:41.317034
50206,2022-12-14 21:33:41.317034
50207,2022-12-14 21:33:41.317034
50208,2022-12-14 21:33:41.317034
50209,2022-12-14 21:33:41.317034
50210,2022-12-14 21:33:41.317034
50211,2022-12-14 21:33:41.317034
50212,2022-12-14 21:33:41.317034
50213,2022-12-14 21:33:41.318034
50214,2022-12-14 21:33:41.318034
50215,2022-12-14 21:33:41.318034
50216,2022-12-14 21:33:41.318034
50217,2022-12-14 21:33:41.318034
50218,2022-12-14 21:33:41.318034
50219,2022-12-14 21:33:41.318034
50220,2022-12-14 21:33:41.318034
50221,2022-12-14 21:33:41.318034
50222,2022-12-14 21:33:41.318034
50223,2022-12-14 21:33:41.318034
50224,2022-12-14 21:33:41.318034
50225,2022-12-14 21:33:41.318034
50226,2022-12-14 21:33:41.318034
50227,2022-12-14 21:33:41.318034
50228,2022-12-14 21:33:41.318034
50229,2022-12-14 21:33:41.318034
50230,2022-12-14 21:33:41.318034
50231,2022-12-14 21:33:41.318034
50232,2022-12-14 21:33:41.318034
50233,2022-12-14 21:33:41.318034
50234,2022-12-14 21:33:41.319033
50235,2022-12-14 21:33:41.319033
50236,2022-12-14 21:33:41.319033
50237,2022-12-14 21:33:41.319033
50238,2022-12-14 21:33:41.319033
50239,2022-12-14 21:33:41.319033
50240,2022-12-14 21:33:41.319033
50241,2022-12-14 21:33:41.319033
50242,2022-12-14 21:33:41.319033
50243,2022-12-14 21:33:41.319033
50244,2022-12-14 21:33:41.319033
50245,2022-12-14 21:33:41.319033
50246,2022-12-14 21:33:41.319033
50247,2022-12-14 21:33:41.319033
50248,2022-12-14 21:33:41.319033
50249,2022-12-14 21:33:41.319033
50250,2022-12-14 21:33:41.319033
50251,2022-12-14 21:33:41.319033
50252,2022-12-14 21:33:41.319033
50253,2022-12-14 21:33:41.319033
50254,2022-12-14 21:33:41.319033
50255,2022-12-14 21:33:41.319033
50256,2022-12-14 21:33:41.319033
50257,2022-12-14 21:33:41.319033
50258,2022-12-14 21:33:41.319033
50259,2022-12-14 21:33:41.319033
50260,2022-12-14 21:33:41.319033
50261,2022-12-14 21:33:41.319033
50262,2022-12-14 21:33:41.319033
50263,2022-12-14 21:33:41.319033
50264,2022-12-14 21:33:41.319033
50265,2022-12-14 21:33:41.319033
50266,2022-12-14 21:33:41.319033
50267,2022-12-14 21:33:41.319033
50268,2022-12-14 21:33:41.319033
50269,2022-12-14 21:33:41.319033
50270,2022-12-14 21:33:41.319033
50271,2022-12-14 21:33:41.319033
50272,2022-12-14 21:33:41.319033
50273,2022-12-14 21:33:41.319033
50274,2022-12-14 21:33:41.319033
50275,2022-12-14 21:33:41.319033
50276,2022-12-14 21:33:41.319033
50277,2022-12-14 21:33:41.319033
50278,2022-12-14 21:33:41.319033
50279,2022-12-14 21:33:41.319033
50280,2022-12-14 21:33:41.319033
50281,2022-12-14 21:33:41.319033
50282,2022-12-14 21:33:41.319033
50283,2022-12-14 21:33:41.319033
50284,2022-12-14 21:33:41.319033
50285,2022-12-14 21:33:41.319033
50286,2022-12-14 21:33:41.319033
50287,2022-12-14 21:33:41.319033
50288,2022-12-14 21:33:41.319033
50289,2022-12-14 21:33:41.319033
50290,2022-12-14 21:33:41.319033
50291,2022-12-14 21:33:41.319033
50292,2022-12-14 21:33:41.319033
50293,2022-12-14 21:33:41.319033
50294,2022-12-14 21:33:41.319033
50295,2022-12-14 21:33:41.319033
50296,2022-12-14 21:33:41.319033
50297,2022-12-14 21:33:41.319033
50298,2022-12-14 21:33:41.319033
50299,2022-12-14 21:33:41.319033
50300,2022-12-14 21:33:41.319033
50301,2022-12-14 21:33:41.319033
50302,2022-12-14 21:33:41.319033
50303,2022-12-14 21:33:41.319033
50304,2022-12-14 21:33:41.319033
50305,2022-12-14 21:33:41.319033
50306,2022-12-14 21:33:41.319033
50307,2022-12-14 21:33:41.319033
50308,2022-12-14 21:33:41.319033
50309,2022-12-14 21:33:41.319033
50310,2022-12-14 21:33:41.319033
50311,2022-12-14 21:33:41.319033
50312,2022-12-14 21:33:41.319033
50313,2022-12-14 21:33:41.319033
50314,2022-12-14 21:33:41.319033
50315,2022-12-14 21:33:41.319033
50316,2022-12-14 21:33:41.319033
50317,2022-12-14 21:33:41.320033
50318,2022-12-14 21:33:41.320033
50319,2022-12-14 21:33:41.320033
50320,2022-12-14 21:33:41.320033
50321,2022-12-14 21:33:41.320033
50322,2022-12-14 21:33:41.320033
50323,2022-12-14 21:33:41.320033
50324,2022-12-14 21:33:41.320033
50325,2022-12-14 21:33:41.320033
50326,2022-12-14 21:33:41.320033
50327,2022-12-14 21:33:41.320033
50328,2022-12-14 21:33:41.320033
50329,2022-12-14 21:33:41.320033
50330,2022-12-14 21:33:41.320033
50331,2022-12-14 21:33:41.320033
50332,2022-12-14 21:33:41.320033
50333,2022-12-14 21:33:41.320033
50334,2022-12-14 21:33:41.320033
50335,2022-12-14 21:33:41.320033
50336,2022-12-14 21:33:41.320033
50337,2022-12-14 21:33:41.320033
50338,2022-12-14 21:33:41.320033
50339,2022-12-14 21:33:41.320033
50340,2022-12-14 21:33:41.320033
50341,2022-12-14 21:33:41.320033
50342,2022-12-14 21:33:41.320033
50343,2022-12-14 21:33:41.320033
50344,2022-12-14 21:33:41.320033
50345,2022-12-14 21:33:41.320033
50346,2022-12-14 21:33:41.320033
50347,2022-12-14 21:33:41.320033
50348,2022-12-14 21:33:41.320033
50349,2022-12-14 21:33:41.320033
50350,2022-12-14 21:33:41.320033
50351,2022-12-14 21:33:41.320033
50352,2022-12-14 21:33:41.320033
50353,2022-12-14 21:33:41.320033
50354,2022-12-14 21:33:41.320033
50355,2022-12-14 21:33:41.320033
50356,2022-12-14 21:33:41.320033
50357,2022-12-14 21:33:41.320033
50358,2022-12-14 21:33:41.320033
50359,2022-12-14 21:33:41.320033
50360,2022-12-14 21:33:41.320033
50361,2022-12-14 21:33:41.320033
50362,2022-12-14 21:33:41.320033
50363,2022-12-14 21:33:41.320033
50364,2022-12-14 21:33:41.320033
50365,2022-12-14 21:33:41.320033
50366,2022-12-14 21:33:41.320033
50367,2022-12-14 21:33:41.320033
50368,2022-12-14 21:33:41.320033
50369,2022-12-14 21:33:41.320033
50370,2022-12-14 21:33:41.320033
50371,2022-12-14 21:33:41.320033
50372,2022-12-14 21:33:41.320033
50373,2022-12-14 21:33:41.320033
50374,2022-12-14 21:33:41.320033
50375,2022-12-14 21:33:41.320033
50376,2022-12-14 21:33:41.320033
50377,2022-12-14 21:33:41.320033
50378,2022-12-14 21:33:41.320033
50379,2022-12-14 21:33:41.320033
50380,2022-12-14 21:33:41.320033
50381,2022-12-14 21:33:41.320033
50382,2022-12-14 21:33:41.320033
50383,2022-12-14 21:33:41.320033
50384,2022-12-14 21:33:41.320033
50385,2022-12-14 21:33:41.320033
50386,2022-12-14 21:33:41.320033
50387,2022-12-14 21:33:41.320033
50388,2022-12-14 21:33:41.320033
50389,2022-12-14 21:33:41.320033
50390,2022-12-14 21:33:41.320033
50391,2022-12-14 21:33:41.320033
50392,2022-12-14 21:33:41.320033
50393,2022-12-14 21:33:41.320033
50394,2022-12-14 21:33:41.320033
50395,2022-12-14 21:33:41.320033
50396,2022-12-14 21:33:41.320033
50397,2022-12-14 21:33:41.320033
50398,2022-12-14 21:33:41.320033
50399,2022-12-14 21:33:41.320033
50400,2022-12-14 21:33:41.320033
50401,2022-12-14 21:33:41.321033
50402,2022-12-14 21:33:41.321033
50403,2022-12-14 21:33:41.321033
50404,2022-12-14 21:33:41.321033
50405,2022-12-14 21:33:41.321033
50406,2022-12-14 21:33:41.321033
50407,2022-12-14 21:33:41.321033
50408,2022-12-14 21:33:41.321033
50409,2022-12-14 21:33:41.321033
50410,2022-12-14 21:33:41.321033
50411,2022-12-14 21:33:41.321033
50412,2022-12-14 21:33:41.321033
50413,2022-12-14 21:33:41.321033
50414,2022-12-14 21:33:41.321033
50415,2022-12-14 21:33:41.321033
50416,2022-12-14 21:33:41.321033
50417,2022-12-14 21:33:41.321033
50418,2022-12-14 21:33:41.321033
50419,2022-12-14 21:33:41.321033
50420,2022-12-14 21:33:41.321033
50421,2022-12-14 21:33:41.321033
50422,2022-12-14 21:33:41.321033
50423,2022-12-14 21:33:41.321033
50424,2022-12-14 21:33:41.321033
50425,2022-12-14 21:33:41.321033
50426,2022-12-14 21:33:41.321033
50427,2022-12-14 21:33:41.321033
50428,2022-12-14 21:33:41.321033
50429,2022-12-14 21:33:41.321033
50430,2022-12-14 21:33:41.321033
50431,2022-12-14 21:33:41.321033
50432,2022-12-14 21:33:41.321033
50433,2022-12-14 21:33:41.321033
50434,2022-12-14 21:33:41.321033
50435,2022-12-14 21:33:41.321033
50436,2022-12-14 21:33:41.321033
50437,2022-12-14 21:33:41.321033
50438,2022-12-14 21:33:41.321033
50439,2022-12-14 21:33:41.321033
50440,2022-12-14 21:33:41.321033
50441,2022-12-14 21:33:41.321033
50442,2022-12-14 21:33:41.321033
50443,2022-12-14 21:33:41.321033
50444,2022-12-14 21:33:41.321033
50445,2022-12-14 21:33:41.321033
50446,2022-12-14 21:33:41.321033
50447,2022-12-14 21:33:41.321033
50448,2022-12-14 21:33:41.321033
50449,2022-12-14 21:33:41.321033
50450,2022-12-14 21:33:41.321033
50451,2022-12-14 21:33:41.321033
50452,2022-12-14 21:33:41.321033
50453,2022-12-14 21:33:41.321033
50454,2022-12-14 21:33:41.321033
50455,2022-12-14 21:33:41.321033
50456,2022-12-14 21:33:41.321033
50457,2022-12-14 21:33:41.321033
50458,2022-12-14 21:33:41.321033
50459,2022-12-14 21:33:41.321033
50460,2022-12-14 21:33:41.321033
50461,2022-12-14 21:33:41.321033
50462,2022-12-14 21:33:41.321033
50463,2022-12-14 21:33:41.321033
50464,2022-12-14 21:33:41.321033
50465,2022-12-14 21:33:41.321033
50466,2022-12-14 21:33:41.321033
50467,2022-12-14 21:33:41.321033
50468,2022-12-14 21:33:41.321033
50469,2022-12-14 21:33:41.322031
50470,2022-12-14 21:33:41.322031
50471,2022-12-14 21:33:41.322031
50472,2022-12-14 21:33:41.322031
50473,2022-12-14 21:33:41.322031
50474,2022-12-14 21:33:41.322031
50475,2022-12-14 21:33:41.322031
50476,2022-12-14 21:33:41.322031
50477,2022-12-14 21:33:41.322031
50478,2022-12-14 21:33:41.322031
50479,2022-12-14 21:33:41.322031
50480,2022-12-14 21:33:41.322031
50481,2022-12-14 21:33:41.322031
50482,2022-12-14 21:33:41.322031
50483,2022-12-14 21:33:41.322031
50484,2022-12-14 21:33:41.322031
50485,2022-12-14 21:33:41.322031
50486,2022-12-14 21:33:41.322031
50487,2022-12-14 21:33:41.322031
50488,2022-12-14 21:33:41.322031
50489,2022-12-14 21:33:41.322031
50490,2022-12-14 21:33:41.322031
50491,2022-12-14 21:33:41.322031
50492,2022-12-14 21:33:41.322031
50493,2022-12-14 21:33:41.322031
50494,2022-12-14 21:33:41.322031
50495,2022-12-14 21:33:41.322031
50496,2022-12-14 21:33:41.322031
50497,2022-12-14 21:33:41.322031
50498,2022-12-14 21:33:41.322031
50499,2022-12-14 21:33:41.322031
50500,2022-12-14 21:33:41.322031
50501,2022-12-14 21:33:41.322031
50502,2022-12-14 21:33:41.322031
50503,2022-12-14 21:33:41.322031
50504,2022-12-14 21:33:41.322031
50505,2022-12-14 21:33:41.322031
50506,2022-12-14 21:33:41.322031
50507,2022-12-14 21:33:41.322031
50508,2022-12-14 21:33:41.322031
50509,2022-12-14 21:33:41.322031
50510,2022-12-14 21:33:41.322031
50511,2022-12-14 21:33:41.322031
50512,2022-12-14 21:33:41.322031
50513,2022-12-14 21:33:41.322031
50514,2022-12-14 21:33:41.322031
50515,2022-12-14 21:33:41.322031
50516,2022-12-14 21:33:41.322031
50517,2022-12-14 21:33:41.322031
50518,2022-12-14 21:33:41.322031
50519,2022-12-14 21:33:41.322031
50520,2022-12-14 21:33:41.322031
50521,2022-12-14 21:33:41.322031
50522,2022-12-14 21:33:41.322031
50523,2022-12-14 21:33:41.322031
50524,2022-12-14 21:33:41.322031
50525,2022-12-14 21:33:41.322031
50526,2022-12-14 21:33:41.322031
50527,2022-12-14 21:33:41.322031
50528,2022-12-14 21:33:41.322031
50529,2022-12-14 21:33:41.322031
50530,2022-12-14 21:33:41.322031
50531,2022-12-14 21:33:41.322031
50532,2022-12-14 21:33:41.322031
50533,2022-12-14 21:33:41.322031
50534,2022-12-14 21:33:41.322031
50535,2022-12-14 21:33:41.322031
50536,2022-12-14 21:33:41.322031
50537,2022-12-14 21:33:41.322031
50538,2022-12-14 21:33:41.322031
50539,2022-12-14 21:33:41.322031
50540,2022-12-14 21:33:41.322031
50541,2022-12-14 21:33:41.322031
50542,2022-12-14 21:33:41.322031
50543,2022-12-14 21:33:41.322031
50544,2022-12-14 21:33:41.322031
50545,2022-12-14 21:33:41.322031
50546,2022-12-14 21:33:41.322031
50547,2022-12-14 21:33:41.322031
50548,2022-12-14 21:33:41.322031
50549,2022-12-14 21:33:41.322031
50550,2022-12-14 21:33:41.323031
50551,2022-12-14 21:33:41.323031
50552,2022-12-14 21:33:41.323031
50553,2022-12-14 21:33:41.323031
50554,2022-12-14 21:33:41.323031
50555,2022-12-14 21:33:41.323031
50556,2022-12-14 21:33:41.323031
50557,2022-12-14 21:33:41.323031
50558,2022-12-14 21:33:41.323031
50559,2022-12-14 21:33:41.323031
50560,2022-12-14 21:33:41.323031
50561,2022-12-14 21:33:41.323031
50562,2022-12-14 21:33:41.323031
50563,2022-12-14 21:33:41.323031
50564,2022-12-14 21:33:41.323031
50565,2022-12-14 21:33:41.323031
50566,2022-12-14 21:33:41.323031
50567,2022-12-14 21:33:41.323031
50568,2022-12-14 21:33:41.323031
50569,2022-12-14 21:33:41.323031
50570,2022-12-14 21:33:41.323031
50571,2022-12-14 21:33:41.323031
50572,2022-12-14 21:33:41.323031
50573,2022-12-14 21:33:41.323031
50574,2022-12-14 21:33:41.323031
50575,2022-12-14 21:33:41.323031
50576,2022-12-14 21:33:41.323031
50577,2022-12-14 21:33:41.323031
50578,2022-12-14 21:33:41.323031
50579,2022-12-14 21:33:41.323031
50580,2022-12-14 21:33:41.323031
50581,2022-12-14 21:33:41.323031
50582,2022-12-14 21:33:41.323031
50583,2022-12-14 21:33:41.323031
50584,2022-12-14 21:33:41.323031
50585,2022-12-14 21:33:41.323031
50586,2022-12-14 21:33:41.323031
50587,2022-12-14 21:33:41.323031
50588,2022-12-14 21:33:41.323031
50589,2022-12-14 21:33:41.323031
50590,2022-12-14 21:33:41.323031
50591,2022-12-14 21:33:41.323031
50592,2022-12-14 21:33:41.323031
50593,2022-12-14 21:33:41.323031
50594,2022-12-14 21:33:41.323031
50595,2022-12-14 21:33:41.323031
50596,2022-12-14 21:33:41.323031
50597,2022-12-14 21:33:41.323031
50598,2022-12-14 21:33:41.323031
50599,2022-12-14 21:33:41.323031
50600,2022-12-14 21:33:41.323031
50601,2022-12-14 21:33:41.323031
50602,2022-12-14 21:33:41.323031
50603,2022-12-14 21:33:41.323031
50604,2022-12-14 21:33:41.323031
50605,2022-12-14 21:33:41.323031
50606,2022-12-14 21:33:41.323031
50607,2022-12-14 21:33:41.323031
50608,2022-12-14 21:33:41.323031
50609,2022-12-14 21:33:41.323031
50610,2022-12-14 21:33:41.323031
50611,2022-12-14 21:33:41.323031
50612,2022-12-14 21:33:41.323031
50613,2022-12-14 21:33:41.323031
50614,2022-12-14 21:33:41.323031
50615,2022-12-14 21:33:41.323031
50616,2022-12-14 21:33:41.323031
50617,2022-12-14 21:33:41.323031
50618,2022-12-14 21:33:41.323031
50619,2022-12-14 21:33:41.324029
50620,2022-12-14 21:33:41.324029
50621,2022-12-14 21:33:41.324029
50622,2022-12-14 21:33:41.324029
50623,2022-12-14 21:33:41.324029
50624,2022-12-14 21:33:41.324029
50625,2022-12-14 21:33:41.324029
50626,2022-12-14 21:33:41.324029
50627,2022-12-14 21:33:41.324029
50628,2022-12-14 21:33:41.324029
50629,2022-12-14 21:33:41.324029
50630,2022-12-14 21:33:41.324029
50631,2022-12-14 21:33:41.324029
50632,2022-12-14 21:33:41.324029
50633,2022-12-14 21:33:41.324029
50634,2022-12-14 21:33:41.324029
50635,2022-12-14 21:33:41.324029
50636,2022-12-14 21:33:41.324029
50637,2022-12-14 21:33:41.324029
50638,2022-12-14 21:33:41.324029
50639,2022-12-14 21:33:41.324029
50640,2022-12-14 21:33:41.324029
50641,2022-12-14 21:33:41.324029
50642,2022-12-14 21:33:41.324029
50643,2022-12-14 21:33:41.324029
50644,2022-12-14 21:33:41.324029
50645,2022-12-14 21:33:41.324029
50646,2022-12-14 21:33:41.324029
50647,2022-12-14 21:33:41.324029
50648,2022-12-14 21:33:41.324029
50649,2022-12-14 21:33:41.324029
50650,2022-12-14 21:33:41.324029
50651,2022-12-14 21:33:41.324029
50652,2022-12-14 21:33:41.324029
50653,2022-12-14 21:33:41.324029
50654,2022-12-14 21:33:41.324029
50655,2022-12-14 21:33:41.324029
50656,2022-12-14 21:33:41.324029
50657,2022-12-14 21:33:41.324029
50658,2022-12-14 21:33:41.324029
50659,2022-12-14 21:33:41.324029
50660,2022-12-14 21:33:41.324029
50661,2022-12-14 21:33:41.324029
50662,2022-12-14 21:33:41.324029
50663,2022-12-14 21:33:41.324029
50664,2022-12-14 21:33:41.324029
50665,2022-12-14 21:33:41.324029
50666,2022-12-14 21:33:41.324029
50667,2022-12-14 21:33:41.324029
50668,2022-12-14 21:33:41.324029
50669,2022-12-14 21:33:41.324029
50670,2022-12-14 21:33:41.324029
50671,2022-12-14 21:33:41.324029
50672,2022-12-14 21:33:41.324029
50673,2022-12-14 21:33:41.324029
50674,2022-12-14 21:33:41.324029
50675,2022-12-14 21:33:41.324029
50676,2022-12-14 21:33:41.324029
50677,2022-12-14 21:33:41.324029
50678,2022-12-14 21:33:41.324029
50679,2022-12-14 21:33:41.324029
50680,2022-12-14 21:33:41.324029
50681,2022-12-14 21:33:41.324029
50682,2022-12-14 21:33:41.324029
50683,2022-12-14 21:33:41.324029
50684,2022-12-14 21:33:41.324029
50685,2022-12-14 21:33:41.324029
50686,2022-12-14 21:33:41.324029
50687,2022-12-14 21:33:41.324029
50688,2022-12-14 21:33:41.324029
50689,2022-12-14 21:33:41.324029
50690,2022-12-14 21:33:41.324029
50691,2022-12-14 21:33:41.324029
50692,2022-12-14 21:33:41.324029
50693,2022-12-14 21:33:41.324029
50694,2022-12-14 21:33:41.324029
50695,2022-12-14 21:33:41.324029
50696,2022-12-14 21:33:41.324029
50697,2022-12-14 21:33:41.324029
50698,2022-12-14 21:33:41.324029
50699,2022-12-14 21:33:41.324029
50700,2022-12-14 21:33:41.324029
50701,2022-12-14 21:33:41.324029
50702,2022-12-14 21:33:41.324029
50703,2022-12-14 21:33:41.324029
50704,2022-12-14 21:33:41.327028
50705,2022-12-14 21:33:41.327028
50706,2022-12-14 21:33:41.327028
50707,2022-12-14 21:33:41.327028
50708,2022-12-14 21:33:41.327028
50709,2022-12-14 21:33:41.327028
50710,2022-12-14 21:33:41.328028
50711,2022-12-14 21:33:41.328028
50712,2022-12-14 21:33:41.328028
50713,2022-12-14 21:33:41.328028
50714,2022-12-14 21:33:41.328028
50715,2022-12-14 21:33:41.328028
50716,2022-12-14 21:33:41.328028
50717,2022-12-14 21:33:41.328028
50718,2022-12-14 21:33:41.328028
50719,2022-12-14 21:33:41.328028
50720,2022-12-14 21:33:41.328028
50721,2022-12-14 21:33:41.328028
50722,2022-12-14 21:33:41.328028
50723,2022-12-14 21:33:41.328028
50724,2022-12-14 21:33:41.328028
50725,2022-12-14 21:33:41.328028
50726,2022-12-14 21:33:41.328028
50727,2022-12-14 21:33:41.328028
50728,2022-12-14 21:33:41.328028
50729,2022-12-14 21:33:41.328028
50730,2022-12-14 21:33:41.328028
50731,2022-12-14 21:33:41.328028
50732,2022-12-14 21:33:41.328028
50733,2022-12-14 21:33:41.328028
50734,2022-12-14 21:33:41.328028
50735,2022-12-14 21:33:41.328028
